"tab_code","表章項目","cat01_code","産業小分類","area_code","地域区分","time_code","時間軸","unit","value"
"723-2021","従業者数_合計","I2","小売業計","11230","新座市","2021000000","2021年","人","6695"
"723-2021","従業者数_合計","I2","小売業計","11231","桶川市","2021000000","2021年","人","3105"
"723-2021","従業者数_合計","I2","小売業計","11232","久喜市","2021000000","2021年","人","8267"
"723-2021","従業者数_合計","I2","小売業計","11233","北本市","2021000000","2021年","人","3661"
"723-2021","従業者数_合計","I2","小売業計","11234","八潮市","2021000000","2021年","人","3425"
"723-2021","従業者数_合計","I2","小売業計","11235","富士見市","2021000000","2021年","人","5510"
"723-2021","従業者数_合計","I2","小売業計","11237","三郷市","2021000000","2021年","人","6655"
"723-2021","従業者数_合計","I2","小売業計","11238","蓮田市","2021000000","2021年","人","2585"
"723-2021","従業者数_合計","I2","小売業計","11239","坂戸市","2021000000","2021年","人","3834"
"723-2021","従業者数_合計","I2","小売業計","11240","幸手市","2021000000","2021年","人","2456"
"723-2021","従業者数_合計","I2","小売業計","11241","鶴ヶ島市","2021000000","2021年","人","4378"
"723-2021","従業者数_合計","I2","小売業計","11242","日高市","2021000000","2021年","人","2481"
"723-2021","従業者数_合計","I2","小売業計","11243","吉川市","2021000000","2021年","人","2751"
"723-2021","従業者数_合計","I2","小売業計","11245","ふじみ野市","2021000000","2021年","人","4973"
"723-2021","従業者数_合計","I2","小売業計","11246","白岡市","2021000000","2021年","人","1679"
"723-2021","従業者数_合計","I2","小売業計","1129A","埼玉県郡部計","2021000000","2021年","人","19016"
"723-2021","従業者数_合計","I2","小売業計","12000","千葉県","2021000000","2021年","人","295662"
"723-2021","従業者数_合計","I2","小売業計","12100","千葉市","2021000000","2021年","人","50528"
"723-2021","従業者数_合計","I2","小売業計","12101","千葉市中央区","2021000000","2021年","人","14147"
"723-2021","従業者数_合計","I2","小売業計","12102","千葉市花見川区","2021000000","2021年","人","6023"
"723-2021","従業者数_合計","I2","小売業計","12103","千葉市稲毛区","2021000000","2021年","人","7310"
"723-2021","従業者数_合計","I2","小売業計","12104","千葉市若葉区","2021000000","2021年","人","5506"
"723-2021","従業者数_合計","I2","小売業計","12105","千葉市緑区","2021000000","2021年","人","5750"
"723-2021","従業者数_合計","I2","小売業計","12106","千葉市美浜区","2021000000","2021年","人","11792"
"723-2021","従業者数_合計","I2","小売業計","1219A","千葉県市部計","2021000000","2021年","人","235603"
"723-2021","従業者数_合計","I2","小売業計","12202","銚子市","2021000000","2021年","人","3636"
"723-2021","従業者数_合計","I2","小売業計","12203","市川市","2021000000","2021年","人","17010"
"723-2021","従業者数_合計","I2","小売業計","12204","船橋市","2021000000","2021年","人","27188"
"723-2021","従業者数_合計","I2","小売業計","12205","館山市","2021000000","2021年","人","3313"
"723-2021","従業者数_合計","I2","小売業計","12206","木更津市","2021000000","2021年","人","9036"
"723-2021","従業者数_合計","I2","小売業計","12207","松戸市","2021000000","2021年","人","19503"
"723-2021","従業者数_合計","I2","小売業計","12208","野田市","2021000000","2021年","人","6230"
"723-2021","従業者数_合計","I2","小売業計","12210","茂原市","2021000000","2021年","人","5615"
"723-2021","従業者数_合計","I2","小売業計","12211","成田市","2021000000","2021年","人","8920"
"723-2021","従業者数_合計","I2","小売業計","12212","佐倉市","2021000000","2021年","人","7429"
"723-2021","従業者数_合計","I2","小売業計","12213","東金市","2021000000","2021年","人","3610"
"723-2021","従業者数_合計","I2","小売業計","12215","旭市","2021000000","2021年","人","3963"
"723-2021","従業者数_合計","I2","小売業計","12216","習志野市","2021000000","2021年","人","8672"
"723-2021","従業者数_合計","I2","小売業計","12217","柏市","2021000000","2021年","人","21724"
"723-2021","従業者数_合計","I2","小売業計","12218","勝浦市","2021000000","2021年","人","817"
"723-2021","従業者数_合計","I2","小売業計","12219","市原市","2021000000","2021年","人","12808"
"723-2021","従業者数_合計","I2","小売業計","12220","流山市","2021000000","2021年","人","7691"
"723-2021","従業者数_合計","I2","小売業計","12221","八千代市","2021000000","2021年","人","8823"
"723-2021","従業者数_合計","I2","小売業計","12222","我孫子市","2021000000","2021年","人","4301"
"723-2021","従業者数_合計","I2","小売業計","12223","鴨川市","2021000000","2021年","人","2142"
"723-2021","従業者数_合計","I2","小売業計","12224","鎌ケ谷市","2021000000","2021年","人","4435"
"723-2021","従業者数_合計","I2","小売業計","12225","君津市","2021000000","2021年","人","4300"
"723-2021","従業者数_合計","I2","小売業計","12226","富津市","2021000000","2021年","人","1870"
"723-2021","従業者数_合計","I2","小売業計","12227","浦安市","2021000000","2021年","人","8432"
"723-2021","従業者数_合計","I2","小売業計","12228","四街道市","2021000000","2021年","人","3842"
"723-2021","従業者数_合計","I2","小売業計","12229","袖ケ浦市","2021000000","2021年","人","2160"
"723-2021","従業者数_合計","I2","小売業計","12230","八街市","2021000000","2021年","人","3725"
"723-2021","従業者数_合計","I2","小売業計","12231","印西市","2021000000","2021年","人","6046"
"723-2021","従業者数_合計","I2","小売業計","12232","白井市","2021000000","2021年","人","2704"
"723-2021","従業者数_合計","I2","小売業計","12233","富里市","2021000000","2021年","人","2567"
"723-2021","従業者数_合計","I2","小売業計","12234","南房総市","2021000000","2021年","人","1581"
"723-2021","従業者数_合計","I2","小売業計","12235","匝瑳市","2021000000","2021年","人","1691"
"723-2021","従業者数_合計","I2","小売業計","12236","香取市","2021000000","2021年","人","3958"
"723-2021","従業者数_合計","I2","小売業計","12237","山武市","2021000000","2021年","人","2129"
"723-2021","従業者数_合計","I2","小売業計","12238","いすみ市","2021000000","2021年","人","1930"
"723-2021","従業者数_合計","I2","小売業計","12239","大網白里市","2021000000","2021年","人","1802"
"723-2021","従業者数_合計","I2","小売業計","1229A","千葉県郡部計","2021000000","2021年","人","9531"
"723-2021","従業者数_合計","I2","小売業計","13000","東京都","2021000000","2021年","人","730872"
"723-2021","従業者数_合計","I2","小売業計","13100","特別区部","2021000000","2021年","人","533116"
"723-2021","従業者数_合計","I2","小売業計","13101","千代田区","2021000000","2021年","人","27513"
"723-2021","従業者数_合計","I2","小売業計","13102","中央区","2021000000","2021年","人","29975"
"723-2021","従業者数_合計","I2","小売業計","13103","港区","2021000000","2021年","人","28665"
"723-2021","従業者数_合計","I2","小売業計","13104","新宿区","2021000000","2021年","人","35660"
"723-2021","従業者数_合計","I2","小売業計","13105","文京区","2021000000","2021年","人","9221"
"723-2021","従業者数_合計","I2","小売業計","13106","台東区","2021000000","2021年","人","18232"
"723-2021","従業者数_合計","I2","小売業計","13107","墨田区","2021000000","2021年","人","14908"
"723-2021","従業者数_合計","I2","小売業計","13108","江東区","2021000000","2021年","人","26733"
"723-2021","従業者数_合計","I2","小売業計","13109","品川区","2021000000","2021年","人","21771"
"723-2021","従業者数_合計","I2","小売業計","13110","目黒区","2021000000","2021年","人","14456"
"723-2021","従業者数_合計","I2","小売業計","13111","大田区","2021000000","2021年","人","32335"
"723-2021","従業者数_合計","I2","小売業計","13112","世田谷区","2021000000","2021年","人","36267"
"723-2021","従業者数_合計","I2","小売業計","13113","渋谷区","2021000000","2021年","人","35909"
"723-2021","従業者数_合計","I2","小売業計","13114","中野区","2021000000","2021年","人","13074"
"723-2021","従業者数_合計","I2","小売業計","13115","杉並区","2021000000","2021年","人","20528"
"723-2021","従業者数_合計","I2","小売業計","13116","豊島区","2021000000","2021年","人","27899"
"723-2021","従業者数_合計","I2","小売業計","13117","北区","2021000000","2021年","人","12658"
"723-2021","従業者数_合計","I2","小売業計","13118","荒川区","2021000000","2021年","人","7934"
"723-2021","従業者数_合計","I2","小売業計","13119","板橋区","2021000000","2021年","人","21446"
"723-2021","従業者数_合計","I2","小売業計","13120","練馬区","2021000000","2021年","人","26300"
"723-2021","従業者数_合計","I2","小売業計","13121","足立区","2021000000","2021年","人","27896"
"723-2021","従業者数_合計","I2","小売業計","13122","葛飾区","2021000000","2021年","人","17962"
"723-2021","従業者数_合計","I2","小売業計","13123","江戸川区","2021000000","2021年","人","25201"
"723-2021","従業者数_合計","I2","小売業計","13199","境界未定地域","2021000000","2021年","人","573"
"723-2021","従業者数_合計","I2","小売業計","1319A","東京都市部計","2021000000","2021年","人","192599"
"723-2021","従業者数_合計","I2","小売業計","13201","八王子市","2021000000","2021年","人","27518"
"723-2021","従業者数_合計","I2","小売業計","13202","立川市","2021000000","2021年","人","13582"
"723-2021","従業者数_合計","I2","小売業計","13203","武蔵野市","2021000000","2021年","人","12215"
"723-2021","従業者数_合計","I2","小売業計","13204","三鷹市","2021000000","2021年","人","6377"
"723-2021","従業者数_合計","I2","小売業計","13205","青梅市","2021000000","2021年","人","6187"
"723-2021","従業者数_合計","I2","小売業計","13206","府中市","2021000000","2021年","人","10899"
"723-2021","従業者数_合計","I2","小売業計","13207","昭島市","2021000000","2021年","人","5946"
"723-2021","従業者数_合計","I2","小売業計","13208","調布市","2021000000","2021年","人","10981"
"723-2021","従業者数_合計","I2","小売業計","13209","町田市","2021000000","2021年","人","21542"
"723-2021","従業者数_合計","I2","小売業計","13210","小金井市","2021000000","2021年","人","4428"
"723-2021","従業者数_合計","I2","小売業計","13211","小平市","2021000000","2021年","人","6784"
"723-2021","従業者数_合計","I2","小売業計","13212","日野市","2021000000","2021年","人","5888"
"723-2021","従業者数_合計","I2","小売業計","13213","東村山市","2021000000","2021年","人","5044"
"723-2021","従業者数_合計","I2","小売業計","13214","国分寺市","2021000000","2021年","人","5204"
"723-2021","従業者数_合計","I2","小売業計","13215","国立市","2021000000","2021年","人","3557"
"723-2021","従業者数_合計","I2","小売業計","13218","福生市","2021000000","2021年","人","2405"
"723-2021","従業者数_合計","I2","小売業計","13219","狛江市","2021000000","2021年","人","2541"
"723-2021","従業者数_合計","I2","小売業計","13220","東大和市","2021000000","2021年","人","3809"
"723-2021","従業者数_合計","I2","小売業計","13221","清瀬市","2021000000","2021年","人","2272"
"723-2021","従業者数_合計","I2","小売業計","13222","東久留米市","2021000000","2021年","人","5916"
"723-2021","従業者数_合計","I2","小売業計","13223","武蔵村山市","2021000000","2021年","人","4347"
"723-2021","従業者数_合計","I2","小売業計","13224","多摩市","2021000000","2021年","人","8160"
"723-2021","従業者数_合計","I2","小売業計","13225","稲城市","2021000000","2021年","人","3729"
"723-2021","従業者数_合計","I2","小売業計","13227","羽村市","2021000000","2021年","人","2403"
"723-2021","従業者数_合計","I2","小売業計","13228","あきる野市","2021000000","2021年","人","3096"
"723-2021","従業者数_合計","I2","小売業計","13229","西東京市","2021000000","2021年","人","7769"
"723-2021","従業者数_合計","I2","小売業計","1329A","東京都郡部計","2021000000","2021年","人","5157"
"723-2021","従業者数_合計","I2","小売業計","14000","神奈川県","2021000000","2021年","人","415292"
"723-2021","従業者数_合計","I2","小売業計","14100","横浜市","2021000000","2021年","人","168665"
"723-2021","従業者数_合計","I2","小売業計","14101","横浜市鶴見区","2021000000","2021年","人","9935"
"723-2021","従業者数_合計","I2","小売業計","14102","横浜市神奈川区","2021000000","2021年","人","9418"
"723-2021","従業者数_合計","I2","小売業計","14103","横浜市西区","2021000000","2021年","人","17015"
"723-2021","従業者数_合計","I2","小売業計","14104","横浜市中区","2021000000","2021年","人","12039"
"723-2021","従業者数_合計","I2","小売業計","14105","横浜市南区","2021000000","2021年","人","5640"
"723-2021","従業者数_合計","I2","小売業計","14106","横浜市保土ケ谷区","2021000000","2021年","人","5766"
"723-2021","従業者数_合計","I2","小売業計","14107","横浜市磯子区","2021000000","2021年","人","5900"
"723-2021","従業者数_合計","I2","小売業計","14108","横浜市金沢区","2021000000","2021年","人","8501"
"723-2021","従業者数_合計","I2","小売業計","14109","横浜市港北区","2021000000","2021年","人","16123"
"723-2021","従業者数_合計","I2","小売業計","14110","横浜市戸塚区","2021000000","2021年","人","11658"
"723-2021","従業者数_合計","I2","小売業計","14111","横浜市港南区","2021000000","2021年","人","10801"
"723-2021","従業者数_合計","I2","小売業計","14112","横浜市旭区","2021000000","2021年","人","8451"
"723-2021","従業者数_合計","I2","小売業計","14113","横浜市緑区","2021000000","2021年","人","6131"
"723-2021","従業者数_合計","I2","小売業計","14114","横浜市瀬谷区","2021000000","2021年","人","4673"
"723-2021","従業者数_合計","I2","小売業計","14115","横浜市栄区","2021000000","2021年","人","2582"
"723-2021","従業者数_合計","I2","小売業計","14116","横浜市泉区","2021000000","2021年","人","5667"
"723-2021","従業者数_合計","I2","小売業計","14117","横浜市青葉区","2021000000","2021年","人","13540"
"723-2021","従業者数_合計","I2","小売業計","14118","横浜市都筑区","2021000000","2021年","人","14825"
"723-2021","従業者数_合計","I2","小売業計","14130","川崎市","2021000000","2021年","人","61227"
"723-2021","従業者数_合計","I2","小売業計","14131","川崎市川崎区","2021000000","2021年","人","13556"
"723-2021","従業者数_合計","I2","小売業計","14132","川崎市幸区","2021000000","2021年","人","7472"
"723-2021","従業者数_合計","I2","小売業計","14133","川崎市中原区","2021000000","2021年","人","10790"
"723-2021","従業者数_合計","I2","小売業計","14134","川崎市高津区","2021000000","2021年","人","8114"
"723-2021","従業者数_合計","I2","小売業計","14135","川崎市多摩区","2021000000","2021年","人","7103"
"723-2021","従業者数_合計","I2","小売業計","14136","川崎市宮前区","2021000000","2021年","人","7582"
"723-2021","従業者数_合計","I2","小売業計","14137","川崎市麻生区","2021000000","2021年","人","6610"
"723-2021","従業者数_合計","I2","小売業計","14150","相模原市","2021000000","2021年","人","31817"
"723-2021","従業者数_合計","I2","小売業計","14151","相模原市緑区","2021000000","2021年","人","8756"
"723-2021","従業者数_合計","I2","小売業計","14152","相模原市中央区","2021000000","2021年","人","11405"
"723-2021","従業者数_合計","I2","小売業計","14153","相模原市南区","2021000000","2021年","人","11656"
"723-2021","従業者数_合計","I2","小売業計","1419A","神奈川県市部計","2021000000","2021年","人","141057"
"723-2021","従業者数_合計","I2","小売業計","14201","横須賀市","2021000000","2021年","人","17592"
"723-2021","従業者数_合計","I2","小売業計","14203","平塚市","2021000000","2021年","人","13385"
"723-2021","従業者数_合計","I2","小売業計","14204","鎌倉市","2021000000","2021年","人","9949"
"723-2021","従業者数_合計","I2","小売業計","14205","藤沢市","2021000000","2021年","人","21935"
"723-2021","従業者数_合計","I2","小売業計","14206","小田原市","2021000000","2021年","人","10670"
"723-2021","従業者数_合計","I2","小売業計","14207","茅ヶ崎市","2021000000","2021年","人","9048"
"723-2021","従業者数_合計","I2","小売業計","14208","逗子市","2021000000","2021年","人","2345"
"723-2021","従業者数_合計","I2","小売業計","14210","三浦市","2021000000","2021年","人","2400"
"723-2021","従業者数_合計","I2","小売業計","14211","秦野市","2021000000","2021年","人","7291"
"723-2021","従業者数_合計","I2","小売業計","14212","厚木市","2021000000","2021年","人","11769"
"723-2021","従業者数_合計","I2","小売業計","14213","大和市","2021000000","2021年","人","11272"
"723-2021","従業者数_合計","I2","小売業計","14214","伊勢原市","2021000000","2021年","人","4732"
"723-2021","従業者数_合計","I2","小売業計","14215","海老名市","2021000000","2021年","人","8467"
"723-2021","従業者数_合計","I2","小売業計","14216","座間市","2021000000","2021年","人","5542"
"723-2021","従業者数_合計","I2","小売業計","14217","南足柄市","2021000000","2021年","人","1468"
"723-2021","従業者数_合計","I2","小売業計","14218","綾瀬市","2021000000","2021年","人","3192"
"723-2021","従業者数_合計","I2","小売業計","1429A","神奈川県郡部計","2021000000","2021年","人","12526"
"723-2021","従業者数_合計","I2","小売業計","15000","新潟県","2021000000","2021年","人","123809"
"723-2021","従業者数_合計","I2","小売業計","15100","新潟市","2021000000","2021年","人","45434"
"723-2021","従業者数_合計","I2","小売業計","15101","新潟市北区","2021000000","2021年","人","2793"
"723-2021","従業者数_合計","I2","小売業計","15102","新潟市東区","2021000000","2021年","人","6994"
"723-2021","従業者数_合計","I2","小売業計","15103","新潟市中央区","2021000000","2021年","人","13652"
"723-2021","従業者数_合計","I2","小売業計","15104","新潟市江南区","2021000000","2021年","人","4759"
"723-2021","従業者数_合計","I2","小売業計","15105","新潟市秋葉区","2021000000","2021年","人","3600"
"723-2021","従業者数_合計","I2","小売業計","15106","新潟市南区","2021000000","2021年","人","2151"
"723-2021","従業者数_合計","I2","小売業計","15107","新潟市西区","2021000000","2021年","人","9147"
"723-2021","従業者数_合計","I2","小売業計","15108","新潟市西蒲区","2021000000","2021年","人","2338"
"723-2021","従業者数_合計","I2","小売業計","1519A","新潟県市部計","2021000000","2021年","人","75416"
"723-2021","従業者数_合計","I2","小売業計","15202","長岡市","2021000000","2021年","人","14513"
"723-2021","従業者数_合計","I2","小売業計","15204","三条市","2021000000","2021年","人","5575"
"723-2021","従業者数_合計","I2","小売業計","15205","柏崎市","2021000000","2021年","人","4289"
"723-2021","従業者数_合計","I2","小売業計","15206","新発田市","2021000000","2021年","人","5887"
"723-2021","従業者数_合計","I2","小売業計","15208","小千谷市","2021000000","2021年","人","1976"
"723-2021","従業者数_合計","I2","小売業計","15209","加茂市","2021000000","2021年","人","1274"
"723-2021","従業者数_合計","I2","小売業計","15210","十日町市","2021000000","2021年","人","2849"
"723-2021","従業者数_合計","I2","小売業計","15211","見附市","2021000000","2021年","人","2055"
"723-2021","従業者数_合計","I2","小売業計","15212","村上市","2021000000","2021年","人","3720"
"723-2021","従業者数_合計","I2","小売業計","15213","燕市","2021000000","2021年","人","4780"
"723-2021","従業者数_合計","I2","小売業計","15216","糸魚川市","2021000000","2021年","人","2274"
"723-2021","従業者数_合計","I2","小売業計","15217","妙高市","2021000000","2021年","人","1517"
"723-2021","従業者数_合計","I2","小売業計","15218","五泉市","2021000000","2021年","人","2527"
"723-2021","従業者数_合計","I2","小売業計","15222","上越市","2021000000","2021年","人","10874"
"723-2021","従業者数_合計","I2","小売業計","15223","阿賀野市","2021000000","2021年","人","1863"
"723-2021","従業者数_合計","I2","小売業計","15224","佐渡市","2021000000","2021年","人","3144"
"723-2021","従業者数_合計","I2","小売業計","15225","魚沼市","2021000000","2021年","人","2000"
"723-2021","従業者数_合計","I2","小売業計","15226","南魚沼市","2021000000","2021年","人","3054"
"723-2021","従業者数_合計","I2","小売業計","15227","胎内市","2021000000","2021年","人","1245"
"723-2021","従業者数_合計","I2","小売業計","1529A","新潟県郡部計","2021000000","2021年","人","2959"
"723-2021","従業者数_合計","I2","小売業計","16000","富山県","2021000000","2021年","人","56224"
"723-2021","従業者数_合計","I2","小売業計","1619A","富山県市部計","2021000000","2021年","人","53070"
"723-2021","従業者数_合計","I2","小売業計","16201","富山市","2021000000","2021年","人","23027"
"723-2021","従業者数_合計","I2","小売業計","16202","高岡市","2021000000","2021年","人","10059"
"723-2021","従業者数_合計","I2","小売業計","16204","魚津市","2021000000","2021年","人","2463"
"723-2021","従業者数_合計","I2","小売業計","16205","氷見市","2021000000","2021年","人","1977"
"723-2021","従業者数_合計","I2","小売業計","16206","滑川市","2021000000","2021年","人","1615"
"723-2021","従業者数_合計","I2","小売業計","16207","黒部市","2021000000","2021年","人","1832"
"723-2021","従業者数_合計","I2","小売業計","16208","砺波市","2021000000","2021年","人","3604"
"723-2021","従業者数_合計","I2","小売業計","16209","小矢部市","2021000000","2021年","人","1632"
"723-2021","従業者数_合計","I2","小売業計","16210","南砺市","2021000000","2021年","人","2356"
"723-2021","従業者数_合計","I2","小売業計","16211","射水市","2021000000","2021年","人","4505"
"723-2021","従業者数_合計","I2","小売業計","1629A","富山県郡部計","2021000000","2021年","人","3154"
"723-2021","従業者数_合計","I2","小売業計","17000","石川県","2021000000","2021年","人","62729"
"723-2021","従業者数_合計","I2","小売業計","1719A","石川県市部計","2021000000","2021年","人","56480"
"723-2021","従業者数_合計","I2","小売業計","17201","金沢市","2021000000","2021年","人","26348"
"723-2021","従業者数_合計","I2","小売業計","17202","七尾市","2021000000","2021年","人","2840"
"723-2021","従業者数_合計","I2","小売業計","17203","小松市","2021000000","2021年","人","6733"
"723-2021","従業者数_合計","I2","小売業計","17204","輪島市","2021000000","2021年","人","1471"
"723-2021","従業者数_合計","I2","小売業計","17205","珠洲市","2021000000","2021年","人","737"
"723-2021","従業者数_合計","I2","小売業計","17206","加賀市","2021000000","2021年","人","3217"
"723-2021","従業者数_合計","I2","小売業計","17207","羽咋市","2021000000","2021年","人","1179"
"723-2021","従業者数_合計","I2","小売業計","17209","かほく市","2021000000","2021年","人","2026"
"723-2021","従業者数_合計","I2","小売業計","17210","白山市","2021000000","2021年","人","4978"
"723-2021","従業者数_合計","I2","小売業計","17211","能美市","2021000000","2021年","人","1698"
"723-2021","従業者数_合計","I2","小売業計","17212","野々市市","2021000000","2021年","人","5253"
"723-2021","従業者数_合計","I2","小売業計","1729A","石川県郡部計","2021000000","2021年","人","6249"
"723-2021","従業者数_合計","I2","小売業計","18000","福井県","2021000000","2021年","人","42909"
"723-2021","従業者数_合計","I2","小売業計","1819A","福井県市部計","2021000000","2021年","人","39332"
"723-2021","従業者数_合計","I2","小売業計","18201","福井市","2021000000","2021年","人","17747"
"723-2021","従業者数_合計","I2","小売業計","18202","敦賀市","2021000000","2021年","人","3525"
"723-2021","従業者数_合計","I2","小売業計","18204","小浜市","2021000000","2021年","人","1971"
"723-2021","従業者数_合計","I2","小売業計","18205","大野市","2021000000","2021年","人","1648"
"723-2021","従業者数_合計","I2","小売業計","18206","勝山市","2021000000","2021年","人","1053"
"723-2021","従業者数_合計","I2","小売業計","18207","鯖江市","2021000000","2021年","人","3564"
"723-2021","従業者数_合計","I2","小売業計","18208","あわら市","2021000000","2021年","人","1205"
"723-2021","従業者数_合計","I2","小売業計","18209","越前市","2021000000","2021年","人","4464"
"723-2021","従業者数_合計","I2","小売業計","18210","坂井市","2021000000","2021年","人","4155"
"723-2021","従業者数_合計","I2","小売業計","1829A","福井県郡部計","2021000000","2021年","人","3577"
"723-2021","従業者数_合計","I2","小売業計","19000","山梨県","2021000000","2021年","人","45429"
"723-2021","従業者数_合計","I2","小売業計","1919A","山梨県市部計","2021000000","2021年","人","37802"
"723-2021","従業者数_合計","I2","小売業計","19201","甲府市","2021000000","2021年","人","11405"
"723-2021","従業者数_合計","I2","小売業計","19202","富士吉田市","2021000000","2021年","人","2844"
"723-2021","従業者数_合計","I2","小売業計","19204","都留市","2021000000","2021年","人","2061"
"723-2021","従業者数_合計","I2","小売業計","19205","山梨市","2021000000","2021年","人","1562"
"723-2021","従業者数_合計","I2","小売業計","19206","大月市","2021000000","2021年","人","854"
"723-2021","従業者数_合計","I2","小売業計","19207","韮崎市","2021000000","2021年","人","1495"
"723-2021","従業者数_合計","I2","小売業計","19208","南アルプス市","2021000000","2021年","人","3174"
"723-2021","従業者数_合計","I2","小売業計","19209","北杜市","2021000000","2021年","人","2049"
"723-2021","従業者数_合計","I2","小売業計","19210","甲斐市","2021000000","2021年","人","4220"
"723-2021","従業者数_合計","I2","小売業計","19211","笛吹市","2021000000","2021年","人","3374"
"723-2021","従業者数_合計","I2","小売業計","19212","上野原市","2021000000","2021年","人","1286"
"723-2021","従業者数_合計","I2","小売業計","19213","甲州市","2021000000","2021年","人","1583"
"723-2021","従業者数_合計","I2","小売業計","19214","中央市","2021000000","2021年","人","1895"
"723-2021","従業者数_合計","I2","小売業計","1929A","山梨県郡部計","2021000000","2021年","人","7627"
"723-2021","従業者数_合計","I2","小売業計","20000","長野県","2021000000","2021年","人","110697"
"723-2021","従業者数_合計","I2","小売業計","2019A","長野県市部計","2021000000","2021年","人","92542"
"723-2021","従業者数_合計","I2","小売業計","20201","長野市","2021000000","2021年","人","19967"
"723-2021","従業者数_合計","I2","小売業計","20202","松本市","2021000000","2021年","人","14363"
"723-2021","従業者数_合計","I2","小売業計","20203","上田市","2021000000","2021年","人","8908"
"723-2021","従業者数_合計","I2","小売業計","20204","岡谷市","2021000000","2021年","人","2802"
"723-2021","従業者数_合計","I2","小売業計","20205","飯田市","2021000000","2021年","人","5914"
"723-2021","従業者数_合計","I2","小売業計","20206","諏訪市","2021000000","2021年","人","2939"
"723-2021","従業者数_合計","I2","小売業計","20207","須坂市","2021000000","2021年","人","2456"
"723-2021","従業者数_合計","I2","小売業計","20208","小諸市","2021000000","2021年","人","2776"
"723-2021","従業者数_合計","I2","小売業計","20209","伊那市","2021000000","2021年","人","3918"
"723-2021","従業者数_合計","I2","小売業計","20210","駒ヶ根市","2021000000","2021年","人","2074"
"723-2021","従業者数_合計","I2","小売業計","20211","中野市","2021000000","2021年","人","2920"
"723-2021","従業者数_合計","I2","小売業計","20212","大町市","2021000000","2021年","人","1133"
"723-2021","従業者数_合計","I2","小売業計","20213","飯山市","2021000000","2021年","人","1311"
"723-2021","従業者数_合計","I2","小売業計","20214","茅野市","2021000000","2021年","人","2739"
"723-2021","従業者数_合計","I2","小売業計","20215","塩尻市","2021000000","2021年","人","3329"
"723-2021","従業者数_合計","I2","小売業計","20217","佐久市","2021000000","2021年","人","5578"
"723-2021","従業者数_合計","I2","小売業計","20218","千曲市","2021000000","2021年","人","2761"
"723-2021","従業者数_合計","I2","小売業計","20219","東御市","2021000000","2021年","人","1522"
"723-2021","従業者数_合計","I2","小売業計","20220","安曇野市","2021000000","2021年","人","5132"
"723-2021","従業者数_合計","I2","小売業計","2029A","長野県郡部計","2021000000","2021年","人","18155"
"723-2021","従業者数_合計","I2","小売業計","21000","岐阜県","2021000000","2021年","人","107609"
"723-2021","従業者数_合計","I2","小売業計","2119A","岐阜県市部計","2021000000","2021年","人","94185"
"723-2021","従業者数_合計","I2","小売業計","21201","岐阜市","2021000000","2021年","人","22280"
"723-2021","従業者数_合計","I2","小売業計","21202","大垣市","2021000000","2021年","人","9098"
"723-2021","従業者数_合計","I2","小売業計","21203","高山市","2021000000","2021年","人","6047"
"723-2021","従業者数_合計","I2","小売業計","21204","多治見市","2021000000","2021年","人","5694"
"723-2021","従業者数_合計","I2","小売業計","21205","関市","2021000000","2021年","人","4938"
"723-2021","従業者数_合計","I2","小売業計","21206","中津川市","2021000000","2021年","人","4218"
"723-2021","従業者数_合計","I2","小売業計","21207","美濃市","2021000000","2021年","人","1126"
"723-2021","従業者数_合計","I2","小売業計","21208","瑞浪市","2021000000","2021年","人","2036"
"723-2021","従業者数_合計","I2","小売業計","21209","羽島市","2021000000","2021年","人","2656"
"723-2021","従業者数_合計","I2","小売業計","21210","恵那市","2021000000","2021年","人","3176"
"723-2021","従業者数_合計","I2","小売業計","21211","美濃加茂市","2021000000","2021年","人","3020"
"723-2021","従業者数_合計","I2","小売業計","21212","土岐市","2021000000","2021年","人","3395"
"723-2021","従業者数_合計","I2","小売業計","21213","各務原市","2021000000","2021年","人","8516"
"723-2021","従業者数_合計","I2","小売業計","21214","可児市","2021000000","2021年","人","4983"
"723-2021","従業者数_合計","I2","小売業計","21215","山県市","2021000000","2021年","人","1237"
"723-2021","従業者数_合計","I2","小売業計","21216","瑞穂市","2021000000","2021年","人","2406"
"723-2021","従業者数_合計","I2","小売業計","21217","飛騨市","2021000000","2021年","人","976"
"723-2021","従業者数_合計","I2","小売業計","21218","本巣市","2021000000","2021年","人","2955"
"723-2021","従業者数_合計","I2","小売業計","21219","郡上市","2021000000","2021年","人","2345"
"723-2021","従業者数_合計","I2","小売業計","21220","下呂市","2021000000","2021年","人","1691"
"723-2021","従業者数_合計","I2","小売業計","21221","海津市","2021000000","2021年","人","1392"
"723-2021","従業者数_合計","I2","小売業計","2129A","岐阜県郡部計","2021000000","2021年","人","13424"
"723-2021","従業者数_合計","I2","小売業計","22000","静岡県","2021000000","2021年","人","195538"
"723-2021","従業者数_合計","I2","小売業計","22100","静岡市","2021000000","2021年","人","40165"
"723-2021","従業者数_合計","I2","小売業計","22101","静岡市葵区","2021000000","2021年","人","16273"
"723-2021","従業者数_合計","I2","小売業計","22102","静岡市駿河区","2021000000","2021年","人","12407"
"723-2021","従業者数_合計","I2","小売業計","22103","静岡市清水区","2021000000","2021年","人","11485"
"723-2021","従業者数_合計","I2","小売業計","22130","浜松市","2021000000","2021年","人","42930"
